Education;JoiningYear;City;PaymentTier (1: HIGHEST 2: MID LEVEL 3:LOWEST);Salary;Age;Gender;ExperienceInCurrentField;LeaveOrNot
Bachelors;2017;Bangalore;3;363;36;Male;3;0
Bachelors;2012;Bangalore;3;581;40;Male;1;0
Bachelors;2017;Bangalore;3;521;41;Male;5;1
Bachelors;2015;Bangalore;3;353;31;Female;4;0
Bachelors;2017;New Delhi;3;593;41;Male;2;0
Bachelors;2015;New Delhi;3;356;31;Female;3;0
Bachelors;2017;Pune;3;545;31;Female;0;1
Bachelors;2017;New Delhi;2;541;37;Male;0;0
Bachelors;2012;Pune;3;367;39;Male;0;0
Bachelors;2014;Bangalore;3;347;38;Male;3;0
Bachelors;2013;Pune;3;600;40;Female;2;1
Bachelors;2013;Pune;3;526;36;Male;1;0
Bachelors;2016;Bangalore;3;333;41;Male;3;0
Bachelors;2018;Bangalore;3;508;32;Female;2;1
Masters;2018;Bangalore;3;305;40;Female;3;1
Bachelors;2012;Bangalore;3;584;39;Female;2;0
Bachelors;2014;New Delhi;3;547;33;Male;3;0
Bachelors;2012;Bangalore;3;420;32;Male;4;0
Bachelors;2018;Bangalore;3;575;41;Male;5;1
Bachelors;2016;Bangalore;3;389;36;Male;2;0
Bachelors;2016;Bangalore;3;411;31;Male;0;0
Bachelors;2014;Bangalore;3;413;37;Male;4;0
Bachelors;2014;Bangalore;3;551;33;Male;5;1
Masters;2018;Pune;3;534;31;Male;2;1
Bachelors;2017;New Delhi;3;544;35;Female;5;0
Bachelors;2015;Pune;1;764;32;Female;5;1
Masters;2017;New Delhi;3;336;41;Female;2;0
Masters;2017;New Delhi;2;666;36;Female;1;0
Masters;2017;Pune;3;506;35;Male;1;0
Masters;2017;New Delhi;3;541;35;Male;1;1
Bachelors;2015;New Delhi;3;455;33;Male;1;0
Bachelors;2014;Bangalore;3;317;38;Female;4;0
Bachelors;2015;New Delhi;2;734;33;Female;3;1
Masters;2018;New Delhi;3;313;31;Female;2;1
PHD;2015;Bangalore;3;564;31;Male;3;0
Bachelors;2013;Bangalore;3;565;37;Male;5;0
Bachelors;2014;Bangalore;3;490;32;Male;1;0
Bachelors;2017;Bangalore;3;571;33;Male;3;0
Bachelors;2014;Bangalore;3;455;37;Male;5;0
Bachelors;2012;Bangalore;3;373;32;Male;3;0
Bachelors;2015;Pune;3;516;40;Female;2;1
Bachelors;2014;Pune;1;797;40;Female;1;1
Masters;2013;New Delhi;2;614;32;Male;2;1
Masters;2017;Bangalore;2;665;39;Female;2;1
PHD;2016;New Delhi;3;478;41;Male;1;0
PHD;2014;New Delhi;3;532;32;Female;0;0
Bachelors;2017;Bangalore;3;301;38;Male;0;1
Masters;2017;New Delhi;2;642;31;Female;2;0
Bachelors;2018;Bangalore;3;323;38;Male;3;1
Bachelors;2016;Bangalore;3;407;32;Male;4;0
Bachelors;2017;Pune;2;731;35;Female;5;1
Bachelors;2013;Bangalore;3;546;34;Male;5;0
Bachelors;2018;Bangalore;3;367;38;Male;1;1
Bachelors;2014;Pune;1;700;36;Female;1;1
Bachelors;2015;Bangalore;3;430;34;Female;2;0
Masters;2015;New Delhi;3;425;39;Female;2;0
Masters;2017;New Delhi;1;775;40;Female;0;0
Bachelors;2016;Bangalore;3;566;38;Male;1;0
Bachelors;2015;Pune;3;305;35;Male;3;0
Bachelors;2014;Pune;2;510;31;Male;3;1
Bachelors;2017;Pune;3;373;41;Male;2;0
Bachelors;2017;Bangalore;3;404;35;Female;3;0
Bachelors;2018;Bangalore;3;372;33;Male;5;1
Bachelors;2017;New Delhi;2;711;33;Male;5;0
Bachelors;2016;New Delhi;3;397;31;Female;4;0
Masters;2013;New Delhi;3;588;35;Male;4;0
Bachelors;2016;Bangalore;3;375;37;Female;1;0
Bachelors;2015;Bangalore;3;366;31;Male;5;0
Bachelors;2012;Bangalore;3;334;35;Male;1;1
Bachelors;2014;Bangalore;3;581;32;Male;3;0
Bachelors;2015;Bangalore;3;346;32;Female;0;0
Bachelors;2017;Bangalore;3;352;40;Female;5;0
Bachelors;2012;Bangalore;3;533;34;Male;5;0
Bachelors;2014;Pune;3;370;37;Male;4;0
PHD;2015;Bangalore;3;411;40;Male;3;0
Masters;2017;New Delhi;2;679;34;Female;2;1
Bachelors;2015;Pune;2;537;32;Female;3;1
Bachelors;2013;Bangalore;3;314;33;Male;1;0
Bachelors;2015;Bangalore;3;305;38;Male;3;1
Masters;2017;New Delhi;2;529;41;Male;3;1
Masters;2017;New Delhi;1;848;36;Female;0;0
Bachelors;2016;Bangalore;3;553;33;Male;1;0
Bachelors;2014;Pune;3;531;31;Male;5;0
Bachelors;2013;Pune;2;564;34;Female;3;1
Bachelors;2017;Bangalore;3;350;31;Male;1;0
Bachelors;2016;New Delhi;2;795;36;Female;4;1
Bachelors;2013;Bangalore;3;444;38;Male;5;0
Bachelors;2015;Pune;2;545;39;Female;1;1
Bachelors;2014;Pune;3;541;31;Male;3;0
Bachelors;2015;New Delhi;3;439;40;Male;3;1
Bachelors;2013;Bangalore;3;599;39;Male;0;0
Bachelors;2015;Bangalore;3;333;32;Female;4;0
Bachelors;2014;Bangalore;3;459;34;Male;1;0
Masters;2015;New Delhi;3;506;38;Male;1;0
Bachelors;2014;Bangalore;1;840;39;Male;2;0
Bachelors;2014;Bangalore;3;442;39;Male;5;0
Bachelors;2016;Bangalore;3;369;33;Male;1;0
Bachelors;2018;Pune;2;695;34;Female;4;1
Bachelors;2017;Pune;3;531;38;Male;1;0
Masters;2017;New Delhi;2;664;33;Male;2;0
Bachelors;2014;Bangalore;3;430;41;Male;5;0
Masters;2017;Pune;1;899;39;Male;0;0
Masters;2013;Pune;3;357;39;Male;2;0
Bachelors;2014;Bangalore;3;585;41;Male;5;0
Bachelors;2012;Bangalore;3;323;40;Male;4;0
Bachelors;2014;Bangalore;3;486;36;Male;0;0
Bachelors;2015;Bangalore;3;598;34;Male;0;0
Bachelors;2013;Bangalore;3;433;32;Male;5;1
Bachelors;2015;Bangalore;3;323;31;Male;4;0
Bachelors;2012;Bangalore;3;301;36;Male;0;0
Masters;2017;Pune;2;588;35;Male;1;1
Bachelors;2017;Bangalore;3;329;32;Male;2;0
Bachelors;2017;Pune;3;425;33;Male;5;0
Bachelors;2016;Bangalore;3;572;34;Male;2;0
Bachelors;2017;Bangalore;3;314;39;Male;3;0
Bachelors;2018;Bangalore;3;521;38;Male;0;1
Bachelors;2012;Pune;2;608;35;Female;1;1
Bachelors;2015;Pune;2;651;40;Female;5;1
Bachelors;2017;Pune;3;460;41;Male;3;0
Bachelors;2016;Bangalore;1;887;33;Female;3;0
Masters;2017;New Delhi;1;888;40;Male;0;0
Bachelors;2018;Bangalore;3;383;33;Female;3;1
Bachelors;2015;Bangalore;3;341;38;Male;1;1
Masters;2017;Bangalore;2;614;32;Male;2;0
Bachelors;2014;Pune;3;303;32;Male;2;0
Bachelors;2015;New Delhi;3;490;32;Female;2;0
Bachelors;2016;Pune;2;758;37;Female;2;1
Bachelors;2015;Bangalore;3;573;40;Male;5;0
Bachelors;2016;Bangalore;3;511;38;Male;1;0
PHD;2018;New Delhi;3;455;33;Female;4;1
Masters;2017;New Delhi;2;514;40;Male;4;0
Masters;2017;New Delhi;2;636;35;Male;2;0
Bachelors;2016;Bangalore;3;486;33;Male;3;0
Bachelors;2017;Bangalore;3;385;37;Male;4;0
Bachelors;2013;Bangalore;3;548;38;Male;0;0
Bachelors;2018;Bangalore;3;406;32;Male;2;1
Bachelors;2017;Bangalore;3;447;40;Female;2;0
Bachelors;2015;New Delhi;3;476;33;Female;2;0
Bachelors;2016;Bangalore;3;542;38;Male;2;1
Bachelors;2013;Bangalore;3;567;34;Male;5;0
Bachelors;2017;New Delhi;3;553;38;Female;4;0
Bachelors;2018;Pune;2;651;31;Female;3;1
Bachelors;2014;Pune;3;373;32;Female;4;0
Bachelors;2013;Bangalore;3;506;35;Male;1;0
Bachelors;2014;Bangalore;3;579;35;Male;0;1
Bachelors;2012;Bangalore;3;425;33;Female;4;0
Bachelors;2012;New Delhi;3;317;41;Female;0;0
Bachelors;2015;Pune;1;837;31;Female;3;1
Bachelors;2016;Bangalore;3;366;34;Male;3;0
Masters;2017;New Delhi;2;665;40;Female;2;0
Masters;2016;Bangalore;3;388;32;Male;1;1
Bachelors;2012;Bangalore;3;548;36;Male;5;0
Bachelors;2014;Pune;2;508;40;Female;3;1
Bachelors;2012;Pune;3;425;31;Male;3;0
Bachelors;2014;Bangalore;1;766;34;Female;5;0
Masters;2013;New Delhi;3;300;41;Female;2;1
Masters;2017;New Delhi;2;716;32;Male;2;0
Bachelors;2016;Bangalore;3;453;41;Male;2;0
Masters;2014;New Delhi;3;516;33;Male;3;0
Bachelors;2013;Bangalore;3;343;33;Female;0;1
Bachelors;2013;Pune;3;522;39;Female;2;0
Masters;2018;Pune;3;455;40;Male;2;1
Bachelors;2017;New Delhi;3;502;34;Male;3;0
Bachelors;2016;Pune;3;586;41;Male;5;0
Bachelors;2015;Pune;3;416;37;Male;5;1
Masters;2017;Bangalore;3;564;32;Female;4;1
Bachelors;2017;Bangalore;3;427;41;Male;3;0
Bachelors;2018;Bangalore;3;431;34;Female;2;1
Masters;2017;Bangalore;3;423;38;Male;5;1
Bachelors;2017;Bangalore;3;336;40;Female;3;0
Masters;2017;Pune;3;376;35;Male;2;0
Bachelors;2015;Pune;3;596;31;Male;1;0
Bachelors;2016;Pune;3;386;39;Male;4;0
Bachelors;2018;Bangalore;3;395;39;Male;1;1
Bachelors;2018;Bangalore;3;374;32;Male;3;1
Bachelors;2015;Bangalore;3;465;38;Male;5;0
Bachelors;2015;Bangalore;3;333;35;Male;3;0
Bachelors;2013;Bangalore;1;883;38;Male;4;0
Bachelors;2012;New Delhi;3;430;32;Male;1;1
Bachelors;2014;Pune;2;579;37;Female;5;1
Bachelors;2015;Pune;3;396;35;Male;0;0
Bachelors;2017;Pune;3;441;41;Female;4;1
Masters;2015;Bangalore;3;388;36;Male;0;0
Bachelors;2017;Bangalore;3;570;35;Male;2;0
Masters;2017;New Delhi;2;681;36;Male;2;1
Masters;2017;Bangalore;1;808;34;Male;1;0
Bachelors;2015;Bangalore;3;515;36;Male;3;0
Bachelors;2017;Pune;2;781;33;Male;3;0
Masters;2018;New Delhi;3;351;38;Male;2;1
PHD;2013;New Delhi;3;420;35;Female;3;1
Bachelors;2015;New Delhi;2;666;37;Female;3;1
Bachelors;2017;Bangalore;3;438;31;Male;0;0
Bachelors;2017;Pune;2;779;40;Female;2;1
Bachelors;2015;Pune;3;454;32;Female;3;1
Bachelors;2015;Bangalore;3;416;35;Male;2;0
Bachelors;2012;Bangalore;3;435;38;Male;0;0
Bachelors;2015;Pune;2;551;36;Female;0;1
Masters;2015;Pune;3;453;36;Male;3;0
Masters;2014;New Delhi;3;379;32;Female;5;0
Bachelors;2018;Pune;2;515;37;Female;0;1
Bachelors;2018;Pune;3;391;35;Female;0;1
Bachelors;2015;Pune;1;802;36;Female;4;1
Bachelors;2015;New Delhi;2;553;34;Female;5;1
Masters;2017;New Delhi;2;658;35;Female;0;0
Masters;2017;New Delhi;2;745;38;Female;5;0
Bachelors;2015;Pune;2;602;39;Female;5;1
Bachelors;2012;Pune;2;561;32;Female;5;1
Bachelors;2015;Bangalore;3;337;39;Male;2;0
Bachelors;2015;Bangalore;3;547;39;Male;2;1
Masters;2017;Pune;2;713;37;Male;2;0
Bachelors;2015;Bangalore;3;321;32;Female;5;0
Bachelors;2017;New Delhi;2;772;38;Male;0;0
Bachelors;2012;Pune;2;647;36;Female;5;1
Masters;2016;Bangalore;1;714;37;Male;2;1
Bachelors;2017;Pune;3;425;32;Male;4;0
Masters;2017;New Delhi;3;342;37;Male;2;0
Bachelors;2016;New Delhi;3;466;33;Male;2;0
Bachelors;2016;Bangalore;3;445;39;Male;4;0
Bachelors;2012;Bangalore;3;329;35;Male;1;1
Masters;2015;Pune;3;332;39;Male;5;0
Bachelors;2015;Bangalore;3;374;34;Male;0;0
Masters;2017;New Delhi;2;580;33;Male;4;0
Bachelors;2012;Bangalore;3;442;33;Male;1;0
Bachelors;2015;New Delhi;3;334;31;Male;0;0
PHD;2016;Pune;3;353;31;Female;4;0
Bachelors;2015;Bangalore;3;422;37;Female;4;0
Bachelors;2012;Bangalore;3;543;33;Male;0;0
Bachelors;2017;Pune;3;307;31;Male;0;0
Bachelors;2017;Bangalore;3;460;41;Female;2;0
Masters;2017;Pune;2;779;39;Male;2;0
Masters;2013;New Delhi;3;391;32;Male;2;0
Bachelors;2016;Pune;3;449;37;Male;3;0
Bachelors;2014;Bangalore;3;303;37;Male;1;0
Bachelors;2017;Pune;2;726;34;Female;3;1
Bachelors;2017;New Delhi;2;636;31;Male;2;0
Bachelors;2014;Pune;2;741;34;Female;1;1
Bachelors;2012;Bangalore;3;450;38;Female;5;0
Bachelors;2013;Bangalore;3;362;37;Female;1;0
Bachelors;2015;Pune;1;836;34;Female;3;1
Bachelors;2015;Bangalore;3;582;33;Male;2;0
Bachelors;2016;Bangalore;3;543;37;Male;4;0
Bachelors;2016;Bangalore;3;302;41;Male;4;0
Bachelors;2012;Bangalore;1;803;38;Female;1;0
Bachelors;2016;Pune;3;517;40;Male;5;0
Bachelors;2017;New Delhi;3;595;33;Female;1;1
Bachelors;2016;New Delhi;3;563;33;Male;1;0
Masters;2013;New Delhi;3;535;37;Male;2;0
Bachelors;2017;New Delhi;2;753;36;Female;2;0
Bachelors;2012;Bangalore;3;480;36;Female;5;0
Bachelors;2015;Bangalore;3;496;41;Male;1;0
Masters;2014;New Delhi;3;535;40;Male;5;0
Bachelors;2016;Bangalore;3;483;36;Female;0;0
Masters;2017;Bangalore;2;506;41;Male;2;1
Bachelors;2015;Pune;3;378;33;Male;5;0
Masters;2017;New Delhi;2;599;37;Female;2;0
Bachelors;2017;New Delhi;2;668;33;Male;0;0
Bachelors;2014;Bangalore;3;330;40;Female;4;0
Masters;2018;New Delhi;3;510;36;Male;2;1
Bachelors;2018;Bangalore;3;404;40;Male;3;1
Masters;2018;Bangalore;3;404;40;Male;2;1
Bachelors;2014;Bangalore;3;378;34;Male;3;0
Bachelors;2012;Pune;3;398;39;Male;5;0
Bachelors;2017;Pune;2;790;33;Male;1;1
Bachelors;2016;Bangalore;3;303;37;Male;2;0
Bachelors;2012;New Delhi;3;417;40;Male;3;0
Bachelors;2018;Bangalore;3;462;38;Male;1;1
Bachelors;2016;Bangalore;3;379;40;Male;1;0
Bachelors;2014;New Delhi;3;517;38;Female;0;0
Bachelors;2016;Bangalore;3;439;34;Male;1;0
Masters;2016;New Delhi;3;448;37;Female;3;1
Bachelors;2015;Bangalore;3;462;40;Male;5;0
Bachelors;2015;New Delhi;3;430;40;Female;1;0
Masters;2016;Bangalore;3;404;37;Male;2;1
Bachelors;2016;Pune;2;620;37;Female;3;1
Bachelors;2013;Pune;3;571;32;Male;1;0
Masters;2017;New Delhi;1;737;35;Male;5;0
Bachelors;2016;Bangalore;1;713;38;Male;3;0
Bachelors;2017;Pune;3;567;34;Female;1;0
Bachelors;2014;Bangalore;3;555;32;Male;2;1
Bachelors;2013;Bangalore;3;439;37;Male;5;0
Bachelors;2017;New Delhi;2;575;37;Male;4;0
Bachelors;2014;Bangalore;3;308;35;Male;2;0
Bachelors;2016;Bangalore;3;421;40;Male;0;0
Bachelors;2012;Bangalore;3;426;40;Male;2;0
Bachelors;2015;Bangalore;3;305;39;Female;3;1
Masters;2013;New Delhi;3;369;41;Female;2;0
Bachelors;2015;Bangalore;3;377;34;Female;4;0
Bachelors;2012;New Delhi;3;533;34;Female;4;0
Bachelors;2013;Pune;2;733;36;Male;2;1
Masters;2016;New Delhi;3;549;39;Female;1;0
Bachelors;2014;New Delhi;3;335;41;Male;5;0
Bachelors;2015;Bangalore;3;380;40;Male;0;0
Bachelors;2017;Bangalore;3;565;34;Female;5;0
Bachelors;2013;Bangalore;3;462;31;Male;2;0
Bachelors;2012;Pune;3;509;40;Male;3;0
Bachelors;2013;Pune;3;312;32;Male;5;0
Bachelors;2018;Pune;3;412;38;Male;3;1
Bachelors;2016;Bangalore;3;561;40;Male;3;0
PHD;2013;Bangalore;3;576;41;Male;4;0
Bachelors;2014;Bangalore;3;391;36;Female;0;0
Bachelors;2015;Pune;2;791;33;Female;3;1
Bachelors;2016;New Delhi;3;393;37;Male;3;0
Bachelors;2015;Pune;3;445;38;Male;4;0
Bachelors;2017;Bangalore;3;552;32;Male;4;0
Bachelors;2017;Pune;3;596;33;Male;1;0
Bachelors;2015;Bangalore;3;535;38;Male;5;0
Bachelors;2015;Pune;3;424;40;Female;5;1
Bachelors;2014;Bangalore;3;496;35;Male;0;0
Masters;2016;New Delhi;3;589;37;Female;5;0
Bachelors;2016;Bangalore;3;582;37;Male;2;0
Bachelors;2015;Bangalore;3;362;36;Male;2;0
Bachelors;2017;Bangalore;3;457;33;Female;4;1
Bachelors;2014;Pune;2;605;36;Female;3;1
Bachelors;2016;Pune;3;358;32;Male;3;0
Bachelors;2017;Bangalore;3;444;35;Female;1;1
Bachelors;2014;Pune;2;763;34;Female;2;1
Masters;2017;Pune;2;785;40;Male;5;0
Bachelors;2016;Bangalore;3;589;37;Female;4;0
Bachelors;2015;Bangalore;1;708;36;Male;1;0
Bachelors;2012;Pune;3;468;41;Female;1;0
Bachelors;2016;Pune;3;307;36;Male;0;0
Bachelors;2017;Bangalore;3;474;31;Female;2;0
Bachelors;2017;Pune;3;557;31;Male;3;0
Bachelors;2014;Pune;3;592;33;Male;2;0
Bachelors;2017;Bangalore;3;528;35;Male;0;0
PHD;2016;New Delhi;3;323;34;Male;1;0
Bachelors;2014;Bangalore;3;387;39;Female;4;0
Masters;2015;Bangalore;3;569;31;Male;1;1
Bachelors;2015;Pune;3;599;32;Female;0;1
Bachelors;2017;Bangalore;3;569;33;Male;0;1
Bachelors;2014;Bangalore;3;444;34;Male;1;0
Masters;2014;Pune;3;548;39;Male;2;0
Bachelors;2017;New Delhi;2;561;41;Female;2;1
Bachelors;2017;New Delhi;2;522;34;Male;2;0
Bachelors;2013;Bangalore;3;333;36;Female;5;0
Bachelors;2015;Pune;2;687;39;Female;5;1
Bachelors;2012;Pune;3;366;37;Male;5;0
Bachelors;2016;Bangalore;3;461;36;Male;4;0
Bachelors;2014;New Delhi;3;401;38;Female;1;0
Bachelors;2017;Bangalore;3;310;38;Female;3;0
Masters;2016;New Delhi;3;460;37;Female;2;1
Bachelors;2012;Bangalore;3;395;34;Male;2;0
Bachelors;2015;Bangalore;3;340;31;Male;2;0
Bachelors;2015;Pune;2;791;32;Female;2;1
Masters;2018;New Delhi;3;384;35;Male;2;1
Bachelors;2017;Bangalore;3;364;31;Male;2;0
Bachelors;2015;Bangalore;1;795;32;Male;0;1
Bachelors;2015;Bangalore;3;323;31;Female;5;0
Bachelors;2018;Bangalore;3;410;37;Male;5;1
PHD;2018;New Delhi;3;439;40;Male;3;1
Bachelors;2015;Bangalore;1;758;41;Male;1;0
Bachelors;2017;Pune;3;521;34;Male;5;0
Bachelors;2014;Bangalore;3;397;36;Male;3;0
Bachelors;2013;Pune;3;387;35;Male;1;0
Masters;2017;New Delhi;3;327;38;Female;3;0
Bachelors;2017;Bangalore;3;593;33;Male;1;0
Bachelors;2014;Bangalore;3;316;38;Female;2;0
Bachelors;2018;Bangalore;3;400;38;Male;1;1
Bachelors;2017;Pune;2;606;40;Male;4;0
Bachelors;2013;New Delhi;3;520;39;Male;5;0
Bachelors;2014;New Delhi;3;420;33;Female;4;0
Bachelors;2015;Pune;3;552;32;Female;3;1
Bachelors;2013;Bangalore;3;463;39;Male;2;0
Bachelors;2015;Bangalore;3;300;38;Female;4;0
Bachelors;2013;Bangalore;3;510;38;Male;2;0
Bachelors;2017;Bangalore;3;388;35;Male;0;0
Bachelors;2017;Pune;3;504;31;Female;0;1
Bachelors;2017;Bangalore;3;331;41;Male;5;0
Bachelors;2013;New Delhi;3;504;38;Female;4;1
Bachelors;2016;Bangalore;3;346;40;Male;1;0
Bachelors;2018;Bangalore;3;561;36;Female;2;1
PHD;2013;New Delhi;3;313;36;Male;3;1
Bachelors;2014;Pune;3;424;41;Male;4;0
Bachelors;2014;Bangalore;3;473;35;Male;1;0
Bachelors;2017;Bangalore;3;350;38;Male;5;0
Bachelors;2017;New Delhi;2;664;41;Female;0;0
Bachelors;2012;Bangalore;1;730;34;Male;0;0
Bachelors;2016;Bangalore;3;444;39;Female;3;1
Bachelors;2014;Bangalore;3;425;37;Male;5;0
Bachelors;2015;Pune;2;793;39;Female;0;1
Bachelors;2013;Bangalore;3;561;31;Male;2;1
Masters;2012;New Delhi;3;333;34;Female;3;0
Bachelors;2015;Bangalore;3;312;39;Male;1;0
Bachelors;2014;Pune;2;566;38;Female;3;1
Bachelors;2012;Bangalore;3;486;34;Male;1;0
Bachelors;2016;Bangalore;3;430;31;Female;2;0
Bachelors;2016;Bangalore;3;570;39;Female;0;0
Bachelors;2013;Bangalore;3;576;31;Female;1;0
Bachelors;2012;Bangalore;3;464;36;Male;1;0
Bachelors;2017;New Delhi;3;461;37;Male;0;0
Bachelors;2015;Pune;1;703;38;Female;1;1
PHD;2017;Pune;3;490;41;Male;2;0
Bachelors;2018;Bangalore;3;528;32;Male;4;1
Bachelors;2018;Pune;3;367;35;Male;0;1
Bachelors;2017;Bangalore;3;380;35;Male;1;0
Bachelors;2013;Bangalore;3;345;32;Male;1;0
Bachelors;2015;Bangalore;3;498;31;Male;1;1
Bachelors;2015;Bangalore;3;528;41;Male;4;0
Bachelors;2012;Bangalore;3;491;33;Male;0;0
Bachelors;2012;New Delhi;2;574;38;Female;1;1
Masters;2012;Bangalore;3;541;39;Female;3;1
Bachelors;2015;Bangalore;1;738;36;Female;2;0
Masters;2017;Bangalore;2;666;31;Male;5;0
Masters;2017;New Delhi;2;587;39;Female;2;1
Masters;2017;New Delhi;3;595;41;Male;3;1
PHD;2018;New Delhi;3;461;33;Female;0;1
Bachelors;2015;Bangalore;3;476;38;Male;1;0
Bachelors;2017;Pune;2;625;31;Male;0;0
Bachelors;2014;Bangalore;3;346;34;Male;4;0
Bachelors;2017;Bangalore;3;445;40;Male;2;0
Bachelors;2012;Bangalore;3;532;36;Male;1;0
Bachelors;2015;Bangalore;3;491;36;Female;2;0
Bachelors;2017;New Delhi;2;508;41;Female;4;0
Bachelors;2017;Bangalore;3;414;37;Male;3;0
Bachelors;2017;New Delhi;3;345;33;Male;5;0
Bachelors;2017;New Delhi;3;510;41;Female;4;0
Bachelors;2017;Bangalore;3;448;37;Female;2;0
Bachelors;2017;Pune;3;520;38;Male;5;0
Bachelors;2015;Bangalore;3;323;34;Male;2;1
Bachelors;2017;Pune;3;358;37;Female;0;0
Bachelors;2014;Bangalore;3;414;34;Male;0;1
Bachelors;2012;Pune;3;467;32;Male;1;0
Masters;2012;New Delhi;3;410;35;Female;4;1
Bachelors;2013;Pune;3;316;36;Male;3;0
Bachelors;2015;Bangalore;3;362;34;Female;2;0
Bachelors;2014;Bangalore;3;521;37;Female;3;0
Bachelors;2016;Bangalore;3;534;40;Female;4;0
Bachelors;2014;Pune;3;387;33;Male;4;0
Bachelors;2016;Bangalore;3;402;39;Female;4;0
Bachelors;2012;Bangalore;3;384;40;Male;4;0
Bachelors;2013;Bangalore;1;829;34;Male;4;1
Bachelors;2016;Pune;3;349;40;Male;5;0
PHD;2013;Bangalore;3;335;32;Male;5;0
Bachelors;2012;Bangalore;3;481;33;Male;1;0
Bachelors;2017;New Delhi;1;771;31;Female;4;1
Masters;2016;New Delhi;3;347;41;Female;4;0
Bachelors;2016;Bangalore;3;554;34;Male;4;0
Bachelors;2016;Bangalore;3;438;39;Male;7;0
Bachelors;2014;Bangalore;3;542;35;Male;5;0
Bachelors;2016;Pune;3;593;38;Female;7;0
Bachelors;2016;Bangalore;3;414;33;Male;6;0
Bachelors;2014;Pune;3;424;33;Male;6;0
Bachelors;2012;Bangalore;3;549;35;Male;5;0
PHD;2013;New Delhi;3;557;40;Male;5;0
Bachelors;2012;Bangalore;3;584;40;Female;5;0
Bachelors;2017;Bangalore;3;316;39;Male;5;0
Bachelors;2017;Bangalore;3;329;33;Female;6;0
Bachelors;2014;Bangalore;3;437;32;Female;5;0
Masters;2014;Bangalore;3;473;40;Female;7;1
Bachelors;2017;New Delhi;2;524;33;Male;6;0
Masters;2016;New Delhi;1;850;31;Female;5;1
Bachelors;2013;Bangalore;3;547;35;Female;5;0
Bachelors;2014;Bangalore;3;428;39;Male;7;1
Masters;2018;Bangalore;3;489;39;Female;6;1
Masters;2017;Pune;2;586;38;Female;2;0
Bachelors;2012;Bangalore;3;433;38;Male;7;1
Masters;2017;New Delhi;2;539;40;Female;2;0
Bachelors;2018;Bangalore;3;423;38;Male;6;1
Bachelors;2013;Bangalore;3;534;34;Male;6;0
Bachelors;2012;Bangalore;1;794;35;Male;7;0
Masters;2013;New Delhi;1;879;41;Male;5;0
PHD;2014;New Delhi;2;756;37;Female;5;0
Bachelors;2015;Pune;3;412;34;Male;7;0
Bachelors;2014;Bangalore;3;498;35;Male;5;0
Bachelors;2013;Bangalore;1;803;38;Male;6;0
Bachelors;2016;Bangalore;3;549;38;Female;7;0
Bachelors;2015;Pune;2;570;41;Female;7;0
Bachelors;2018;Bangalore;3;444;34;Male;5;1
Bachelors;2017;Pune;2;694;22;Male;0;0
Bachelors;2018;Bangalore;2;721;26;Female;4;1
Bachelors;2012;Bangalore;3;356;22;Male;0;0
Bachelors;2017;New Delhi;3;313;25;Female;3;0
Bachelors;2016;Bangalore;3;312;29;Male;0;0
Bachelors;2017;New Delhi;3;327;36;Female;0;0
Bachelors;2014;Bangalore;3;526;37;Female;1;0
Bachelors;2013;New Delhi;2;624;34;Female;4;1
Bachelors;2012;Pune;3;394;34;Female;2;1
Bachelors;2012;Bangalore;3;452;25;Female;3;1
Bachelors;2012;Bangalore;3;529;31;Male;0;0
Bachelors;2015;New Delhi;3;523;36;Female;2;0
Bachelors;2016;Bangalore;3;334;31;Male;5;0
Bachelors;2015;Bangalore;3;525;34;Male;4;0
Masters;2014;New Delhi;3;457;28;Male;2;1
Bachelors;2014;Bangalore;3;542;28;Male;2;0
Bachelors;2015;Bangalore;3;441;31;Male;1;0
Bachelors;2017;Bangalore;3;398;35;Male;5;0
Bachelors;2012;Bangalore;1;741;28;Female;1;0
Bachelors;2018;Bangalore;3;501;32;Female;2;1
Bachelors;2013;Bangalore;3;439;23;Male;1;1
Masters;2018;Pune;3;555;27;Male;5;1
Bachelors;2017;Pune;3;436;25;Male;3;0
Masters;2017;New Delhi;2;552;31;Female;2;0
PHD;2018;New Delhi;3;335;34;Male;0;1
Bachelors;2016;Bangalore;3;385;36;Female;2;0
PHD;2017;New Delhi;3;473;40;Male;3;0
Masters;2012;New Delhi;3;323;34;Female;2;0
Bachelors;2018;Bangalore;3;434;37;Male;2;1
Bachelors;2012;Bangalore;3;423;38;Male;3;0
Bachelors;2017;New Delhi;2;624;22;Female;0;0
Bachelors;2016;Pune;2;599;36;Female;0;1
Bachelors;2013;New Delhi;2;640;35;Female;1;1
Bachelors;2012;New Delhi;3;392;22;Female;0;0
Bachelors;2016;Bangalore;3;386;22;Male;0;0
Bachelors;2012;Bangalore;3;573;29;Male;4;0
Bachelors;2017;Bangalore;3;453;34;Male;5;0
Bachelors;2017;Bangalore;2;572;23;Male;1;0
Bachelors;2014;Pune;2;606;32;Male;3;1
Bachelors;2012;Pune;2;501;26;Female;4;1
Masters;2017;Bangalore;3;439;38;Male;2;0
Bachelors;2014;Pune;3;499;37;Male;4;0
Bachelors;2017;New Delhi;2;620;25;Female;3;0
Bachelors;2018;Pune;2;511;36;Female;5;1
Bachelors;2016;Bangalore;3;366;26;Female;4;0
